episode_id,split,king_direct_appearance,king_speaker,king_mention,king_mention_count,king_persona_mention,king_persona_mention_count,king_relevance_score,is_king_related,is_king_strong,king_relation_type,utterance_count
train_ep_000042,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000043,train,False,False,False,0,False,0,0,False,False,none,9
train_ep_000044,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000045,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000046,train,True,True,True,1,True,3,12,True,True,direct_appearance,7
train_ep_000047,train,False,False,True,3,False,0,3,True,True,speech_mention,14
train_ep_000048,train,False,False,True,1,False,0,1,True,False,speech_mention,14
train_ep_000049,train,False,False,False,0,True,2,2,True,True,persona_mention,14
train_ep_000050,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000051,train,False,False,True,2,False,0,2,True,True,speech_mention,14
train_ep_000052,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000053,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000054,train,False,False,True,3,True,1,4,True,True,speech_mention,14
train_ep_000055,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000056,train,False,False,True,1,True,1,2,True,True,speech_mention,14
train_ep_000057,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000058,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000059,train,True,True,True,2,True,3,13,True,True,direct_appearance,14
train_ep_000060,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000061,train,True,True,False,0,True,3,11,True,True,direct_appearance,14
train_ep_000062,train,False,False,True,1,True,2,3,True,True,speech_mention,14
train_ep_000063,train,False,False,False,0,True,1,1,True,True,persona_mention,14
train_ep_000064,train,False,False,False,0,False,0,0,False,False,none,6
train_ep_000065,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000066,train,False,False,False,0,False,0,0,False,False,none,9
train_ep_000067,train,False,False,False,0,True,1,1,True,True,persona_mention,14
train_ep_000068,train,False,False,True,1,True,2,3,True,True,speech_mention,14
train_ep_000069,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000070,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000071,train,False,False,True,1,True,1,2,True,True,speech_mention,14
train_ep_000072,train,False,False,True,3,False,0,3,True,True,speech_mention,14
train_ep_000073,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000074,train,False,False,True,1,True,1,2,True,True,speech_mention,14
train_ep_000075,train,False,False,False,0,True,2,2,True,True,persona_mention,14
train_ep_000076,train,True,True,True,1,False,0,9,True,True,direct_appearance,14
train_ep_000077,train,True,True,True,3,True,3,14,True,True,direct_appearance,14
train_ep_000078,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000079,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000080,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000081,train,False,False,True,2,False,0,2,True,True,speech_mention,14
train_ep_000082,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000083,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000084,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000085,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000086,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000087,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000088,train,False,False,False,0,True,2,2,True,True,persona_mention,14
train_ep_000089,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000090,train,False,False,False,0,True,2,2,True,True,persona_mention,14
train_ep_000091,train,True,True,True,2,True,1,11,True,True,direct_appearance,14
train_ep_000092,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000093,train,False,False,False,0,False,0,0,False,False,none,9
train_ep_000094,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000095,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000096,train,False,False,True,1,False,0,1,True,False,speech_mention,14
train_ep_000097,train,False,False,True,1,False,0,1,True,False,speech_mention,14
train_ep_000098,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000099,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000100,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000101,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000102,train,False,False,False,0,True,1,1,True,True,persona_mention,14
train_ep_000103,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000104,train,True,True,True,3,True,3,14,True,True,direct_appearance,14
train_ep_000105,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000106,train,False,False,False,0,True,1,1,True,True,persona_mention,14
train_ep_000107,train,False,False,True,4,True,1,5,True,True,speech_mention,14
train_ep_000108,train,False,False,True,3,False,0,3,True,True,speech_mention,14
train_ep_000109,train,False,False,True,3,True,1,4,True,True,speech_mention,14
train_ep_000110,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000111,train,True,True,False,0,True,1,9,True,True,direct_appearance,3
train_ep_000112,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000113,train,False,False,False,0,False,0,0,False,False,none,11
train_ep_000114,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000115,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000116,train,False,False,False,0,False,0,0,False,False,none,8
train_ep_000117,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000118,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000119,train,False,False,False,0,True,1,1,True,True,persona_mention,14
train_ep_000120,train,False,False,False,0,False,0,0,False,False,none,6
train_ep_000121,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000122,train,False,False,True,1,True,1,2,True,True,speech_mention,14
train_ep_000123,train,False,False,True,2,True,1,3,True,True,speech_mention,14
train_ep_000124,train,False,False,False,0,True,1,1,True,True,persona_mention,14
train_ep_000125,train,False,False,False,0,False,0,0,False,False,none,3
train_ep_000126,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000127,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000128,train,False,False,True,1,True,1,2,True,True,speech_mention,14
train_ep_000129,train,False,False,True,2,True,1,3,True,True,speech_mention,14
train_ep_000130,train,False,False,False,0,True,1,1,True,True,persona_mention,13
train_ep_000131,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000132,train,False,False,False,0,True,1,1,True,True,persona_mention,2
train_ep_000133,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000134,train,False,False,False,0,True,1,1,True,True,persona_mention,14
train_ep_000135,train,False,False,True,1,False,0,1,True,False,speech_mention,7
train_ep_000136,train,True,True,True,4,True,1,13,True,True,direct_appearance,14
train_ep_000137,train,False,False,False,0,False,0,0,False,False,none,4
train_ep_000138,train,False,False,True,2,True,1,3,True,True,speech_mention,4
train_ep_000139,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000140,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000141,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000142,train,False,False,True,1,True,1,2,True,True,speech_mention,5
train_ep_000143,train,False,False,False,0,False,0,0,False,False,none,4
train_ep_000144,train,False,False,False,0,False,0,0,False,False,none,12
train_ep_000145,train,False,False,False,0,False,0,0,False,False,none,3
train_ep_000146,train,False,False,False,0,False,0,0,False,False,none,9
train_ep_000147,train,False,False,False,0,False,0,0,False,False,none,4
train_ep_000148,train,False,False,False,0,False,0,0,False,False,none,3
train_ep_000149,train,False,False,True,2,False,0,2,True,True,speech_mention,14
train_ep_000150,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000151,train,False,False,False,0,False,0,0,False,False,none,5
train_ep_000152,train,False,False,False,0,True,1,1,True,True,persona_mention,2
train_ep_000153,train,False,False,True,3,True,1,4,True,True,speech_mention,14
train_ep_000154,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000155,train,False,False,False,0,True,1,1,True,True,persona_mention,14
train_ep_000156,train,False,False,True,2,True,1,3,True,True,speech_mention,14
train_ep_000157,train,True,True,True,2,True,3,13,True,True,direct_appearance,14
train_ep_000158,train,True,True,True,1,True,1,10,True,True,direct_appearance,14
train_ep_000159,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000160,train,False,False,True,1,True,2,3,True,True,speech_mention,14
train_ep_000161,train,False,False,False,0,True,1,1,True,True,persona_mention,4
train_ep_000162,train,False,False,True,3,True,2,5,True,True,speech_mention,14
train_ep_000163,train,False,False,False,0,False,0,0,False,False,none,12
train_ep_000164,train,False,False,True,1,True,1,2,True,True,speech_mention,14
train_ep_000165,train,False,False,True,1,False,0,1,True,False,speech_mention,14
train_ep_000166,train,True,True,True,2,True,4,13,True,True,direct_appearance,11
train_ep_000167,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000168,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000169,train,False,False,True,4,True,2,6,True,True,speech_mention,14
train_ep_000170,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000171,train,False,False,False,0,False,0,0,False,False,none,5
train_ep_000172,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000173,train,False,False,True,3,True,1,4,True,True,speech_mention,14
train_ep_000174,train,False,False,True,7,True,2,7,True,True,speech_mention,14
train_ep_000175,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000176,train,True,True,True,1,True,1,10,True,True,direct_appearance,5
train_ep_000177,train,False,False,False,0,False,0,0,False,False,none,10
train_ep_000178,train,False,False,False,0,False,0,0,False,False,none,9
train_ep_000179,train,False,False,False,0,True,1,1,True,True,persona_mention,10
train_ep_000180,train,False,False,False,0,False,0,0,False,False,none,4
train_ep_000181,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000182,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000183,train,False,False,False,0,False,0,0,False,False,none,12
train_ep_000184,train,False,False,False,0,True,1,1,True,True,persona_mention,3
train_ep_000185,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000186,train,False,False,True,4,True,1,5,True,True,speech_mention,14
train_ep_000187,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000188,train,True,True,True,2,True,3,13,True,True,direct_appearance,13
train_ep_000189,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000190,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000191,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000192,train,False,False,True,1,True,2,3,True,True,speech_mention,14
train_ep_000193,train,True,True,False,0,True,4,11,True,True,direct_appearance,14
train_ep_000194,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000195,train,True,True,True,6,True,3,16,True,True,direct_appearance,14
train_ep_000196,train,False,False,False,0,True,2,2,True,True,persona_mention,14
train_ep_000197,train,False,False,True,1,False,0,1,True,False,speech_mention,14
train_ep_000198,train,False,False,False,0,True,2,2,True,True,persona_mention,14
train_ep_000199,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000200,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000201,train,False,False,False,0,False,0,0,False,False,none,12
train_ep_000202,train,False,False,True,1,False,0,1,True,False,speech_mention,14
train_ep_000203,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000204,train,False,False,False,0,True,1,1,True,True,persona_mention,14
train_ep_000205,train,False,False,False,0,False,0,0,False,False,none,3
train_ep_000206,train,False,False,False,0,False,0,0,False,False,none,2
train_ep_000207,train,False,False,False,0,False,0,0,False,False,none,4
train_ep_000208,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000209,train,False,False,True,3,True,1,4,True,True,speech_mention,14
train_ep_000210,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000211,train,True,True,True,1,True,4,12,True,True,direct_appearance,14
train_ep_000212,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000213,train,False,False,True,3,True,1,4,True,True,speech_mention,14
train_ep_000214,train,False,False,False,0,False,0,0,False,False,none,2
train_ep_000215,train,False,False,True,2,True,1,3,True,True,speech_mention,14
train_ep_000216,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000217,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000218,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000219,train,False,False,True,3,True,2,5,True,True,speech_mention,8
train_ep_000220,train,False,False,False,0,True,2,2,True,True,persona_mention,14
train_ep_000221,train,False,False,False,0,False,0,0,False,False,none,12
train_ep_000222,train,False,False,True,2,False,0,2,True,True,speech_mention,14
train_ep_000223,train,False,False,False,0,True,1,1,True,True,persona_mention,14
train_ep_000224,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000225,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000226,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000227,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000228,train,False,False,True,3,True,1,4,True,True,speech_mention,14
train_ep_000229,train,False,False,True,1,True,2,3,True,True,speech_mention,14
train_ep_000230,train,False,False,False,0,True,1,1,True,True,persona_mention,14
train_ep_000231,train,False,False,False,0,True,1,1,True,True,persona_mention,14
train_ep_000232,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000233,train,False,False,True,3,True,2,5,True,True,speech_mention,14
train_ep_000234,train,False,False,True,4,False,0,4,True,True,speech_mention,14
train_ep_000235,train,False,False,False,0,False,0,0,False,False,none,8
train_ep_000236,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000237,train,False,False,False,0,True,1,1,True,True,persona_mention,10
train_ep_000238,train,False,False,True,3,True,5,6,True,True,speech_mention,4
train_ep_000239,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000240,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000241,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000242,train,False,False,False,0,False,0,0,False,False,none,8
train_ep_000243,train,False,False,False,0,True,1,1,True,True,persona_mention,14
train_ep_000244,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000245,train,False,False,True,4,False,0,4,True,True,speech_mention,14
train_ep_000246,train,False,False,True,2,False,0,2,True,True,speech_mention,14
train_ep_000247,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000248,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000249,train,False,False,False,0,True,2,2,True,True,persona_mention,3
train_ep_000250,train,False,False,True,1,True,1,2,True,True,speech_mention,14
train_ep_000251,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000252,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000253,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000254,train,False,False,False,0,True,1,1,True,True,persona_mention,14
train_ep_000255,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000256,train,False,False,True,3,True,2,5,True,True,speech_mention,14
train_ep_000257,train,False,False,False,0,False,0,0,False,False,none,2
train_ep_000258,train,False,False,False,0,False,0,0,False,False,none,12
train_ep_000259,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000260,train,False,False,False,0,True,1,1,True,True,persona_mention,14
train_ep_000261,train,True,True,True,1,True,2,11,True,True,direct_appearance,14
train_ep_000262,train,True,True,True,2,True,2,12,True,True,direct_appearance,14
train_ep_000263,train,True,True,True,2,True,3,13,True,True,direct_appearance,14
train_ep_000264,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000265,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000266,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000267,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000268,train,False,False,False,0,False,0,0,False,False,none,4
train_ep_000269,train,False,False,False,0,True,1,1,True,True,persona_mention,14
train_ep_000270,train,False,False,False,0,False,0,0,False,False,none,9
train_ep_000271,train,False,False,False,0,True,1,1,True,True,persona_mention,14
train_ep_000272,train,False,False,True,3,True,1,4,True,True,speech_mention,14
train_ep_000273,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000274,train,False,False,True,2,True,1,3,True,True,speech_mention,14
train_ep_000275,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000276,train,True,True,True,5,False,0,13,True,True,direct_appearance,14
train_ep_000277,train,True,True,True,1,True,1,10,True,True,direct_appearance,2
train_ep_000278,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000279,train,False,False,True,1,True,2,3,True,True,speech_mention,14
train_ep_000280,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000281,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000282,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000283,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000284,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000285,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000286,train,False,False,False,0,False,0,0,False,False,none,12
train_ep_000287,train,False,False,False,0,False,0,0,False,False,none,5
train_ep_000288,train,False,False,False,0,False,0,0,False,False,none,2
train_ep_000289,train,False,False,True,5,True,2,7,True,True,speech_mention,14
train_ep_000290,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000291,train,False,False,False,0,True,1,1,True,True,persona_mention,14
train_ep_000292,train,False,False,True,4,False,0,4,True,True,speech_mention,14
train_ep_000293,train,True,True,False,0,True,1,9,True,True,direct_appearance,9
train_ep_000294,train,False,False,True,2,False,0,2,True,True,speech_mention,14
train_ep_000295,train,False,False,True,1,False,0,1,True,False,speech_mention,11
train_ep_000296,train,False,False,False,0,True,1,1,True,True,persona_mention,5
train_ep_000297,train,False,False,False,0,False,0,0,False,False,none,10
train_ep_000298,train,False,False,False,0,False,0,0,False,False,none,3
train_ep_000299,train,True,True,True,2,True,1,11,True,True,direct_appearance,13
train_ep_000300,train,False,False,True,2,True,1,3,True,True,speech_mention,10
train_ep_000301,train,False,False,False,0,False,0,0,False,False,none,5
train_ep_000302,train,False,False,False,0,False,0,0,False,False,none,6
train_ep_000303,train,False,False,False,0,True,1,1,True,True,persona_mention,3
train_ep_000304,train,False,False,True,1,True,1,2,True,True,speech_mention,4
train_ep_000305,train,False,False,False,0,False,0,0,False,False,none,4
train_ep_000306,train,False,False,False,0,False,0,0,False,False,none,3
train_ep_000307,train,False,False,False,0,False,0,0,False,False,none,4
train_ep_000308,train,False,False,False,0,True,1,1,True,True,persona_mention,5
train_ep_000309,train,False,False,True,1,True,1,2,True,True,speech_mention,11
train_ep_000310,train,False,False,True,1,False,0,1,True,False,speech_mention,14
train_ep_000311,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000312,train,False,False,False,0,True,2,2,True,True,persona_mention,2
train_ep_000313,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000314,train,False,False,False,0,False,0,0,False,False,none,11
train_ep_000315,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000316,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000317,train,False,False,True,1,False,0,1,True,False,speech_mention,14
train_ep_000318,train,False,False,True,1,True,1,2,True,True,speech_mention,14
train_ep_000319,train,False,False,True,1,True,1,2,True,True,speech_mention,14
train_ep_000320,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000321,train,False,False,True,2,True,1,3,True,True,speech_mention,14
train_ep_000322,train,False,False,False,0,False,0,0,False,False,none,4
train_ep_000323,train,False,False,False,0,True,1,1,True,True,persona_mention,4
train_ep_000324,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000325,train,False,False,True,2,False,0,2,True,True,speech_mention,14
train_ep_000326,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000327,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000328,train,False,False,True,4,True,1,5,True,True,speech_mention,14
train_ep_000329,train,False,False,True,1,False,0,1,True,False,speech_mention,14
train_ep_000330,train,False,False,False,0,True,1,1,True,True,persona_mention,3
train_ep_000331,train,False,False,False,0,False,0,0,False,False,none,4
train_ep_000332,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000333,train,False,False,True,1,True,1,2,True,True,speech_mention,14
train_ep_000334,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000335,train,True,True,True,2,True,4,13,True,True,direct_appearance,14
train_ep_000336,train,False,False,False,0,True,1,1,True,True,persona_mention,7
train_ep_000337,train,False,False,False,0,True,1,1,True,True,persona_mention,4
train_ep_000338,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000339,train,True,True,True,1,True,4,12,True,True,direct_appearance,14
train_ep_000340,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000341,train,True,True,True,5,True,2,15,True,True,direct_appearance,14
train_ep_000342,train,False,False,False,0,False,0,0,False,False,none,4
train_ep_000343,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000344,train,False,False,True,4,True,2,6,True,True,speech_mention,14
train_ep_000345,train,False,False,True,3,True,1,4,True,True,speech_mention,10
train_ep_000346,train,False,False,True,2,True,3,5,True,True,speech_mention,14
train_ep_000347,train,False,False,False,0,False,0,0,False,False,none,10
train_ep_000348,train,False,False,True,1,False,0,1,True,False,speech_mention,12
train_ep_000349,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000350,train,False,False,False,0,True,1,1,True,True,persona_mention,4
train_ep_000351,train,False,False,False,0,True,2,2,True,True,persona_mention,14
train_ep_000352,train,True,True,False,0,False,0,8,True,True,direct_appearance,1
train_ep_000353,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000354,train,False,False,False,0,False,0,0,False,False,none,8
train_ep_000355,train,True,True,False,0,True,1,9,True,True,direct_appearance,2
train_ep_000356,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000357,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000358,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000359,train,False,False,True,4,True,1,5,True,True,speech_mention,14
train_ep_000360,train,False,False,True,1,True,2,3,True,True,speech_mention,13
train_ep_000361,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000362,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000363,train,False,False,True,1,True,1,2,True,True,speech_mention,14
train_ep_000364,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000365,train,True,True,True,1,False,0,9,True,True,direct_appearance,3
train_ep_000366,train,False,False,False,0,False,0,0,False,False,none,10
train_ep_000367,train,False,False,False,0,True,1,1,True,True,persona_mention,14
train_ep_000368,train,False,False,True,2,True,3,5,True,True,speech_mention,14
train_ep_000369,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000370,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000371,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000372,train,False,False,False,0,False,0,0,False,False,none,6
train_ep_000373,train,False,False,False,0,True,1,1,True,True,persona_mention,12
train_ep_000374,train,False,False,False,0,False,0,0,False,False,none,4
train_ep_000375,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000376,train,False,False,False,0,True,1,1,True,True,persona_mention,14
train_ep_000377,train,True,True,True,1,True,3,12,True,True,direct_appearance,7
train_ep_000378,train,False,False,False,0,False,0,0,False,False,none,4
train_ep_000379,train,False,False,False,0,True,1,1,True,True,persona_mention,3
train_ep_000380,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000381,train,False,False,True,3,False,0,3,True,True,speech_mention,14
train_ep_000382,train,False,False,True,2,True,2,4,True,True,speech_mention,14
train_ep_000383,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000384,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000385,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000386,train,False,False,False,0,True,1,1,True,True,persona_mention,14
train_ep_000387,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000388,train,False,False,True,1,True,1,2,True,True,speech_mention,14
train_ep_000389,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000390,train,True,True,True,2,True,3,13,True,True,direct_appearance,5
train_ep_000391,train,False,False,False,0,False,0,0,False,False,none,7
train_ep_000392,train,False,False,False,0,False,0,0,False,False,none,10
train_ep_000393,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000394,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000395,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000396,train,False,False,False,0,True,1,1,True,True,persona_mention,4
train_ep_000397,train,False,False,False,0,False,0,0,False,False,none,5
train_ep_000398,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000399,train,False,False,True,1,True,2,3,True,True,speech_mention,14
train_ep_000400,train,False,False,False,0,True,1,1,True,True,persona_mention,14
train_ep_000401,train,False,False,True,3,True,1,4,True,True,speech_mention,14
train_ep_000402,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000403,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000404,train,False,False,True,2,True,1,3,True,True,speech_mention,14
train_ep_000405,train,False,False,False,0,True,1,1,True,True,persona_mention,14
train_ep_000406,train,False,False,False,0,False,0,0,False,False,none,14
train_ep_000407,train,True,True,True,2,True,4,13,True,True,direct_appearance,14
