utterance_id,character_id,mentioned_name,mention_count,episode_id,turn_index,is_target_agent_mention
utt__train_ep_001812__001,char__royalty,royalty,1,train_ep_001812,1,False
utt__train_ep_001812__003,char__queen,queen,1,train_ep_001812,3,False
utt__train_ep_001812__006,char__cook,cook,1,train_ep_001812,6,False
utt__train_ep_001812__006,char__chicken,chicken,1,train_ep_001812,6,False
utt__train_ep_001812__007,char__family,family,1,train_ep_001812,7,False
utt__train_ep_001812__008,char__chicken,chicken,1,train_ep_001812,8,False
utt__train_ep_001812__008,char__cook,cook,1,train_ep_001812,8,False
utt__train_ep_001812__013,char__queen,queen,1,train_ep_001812,13,False
utt__train_ep_001826__000,char__child,child,1,train_ep_001826,0,False
utt__train_ep_001826__001,char__child,child,1,train_ep_001826,1,False
utt__train_ep_001826__001,char__thing,thing,1,train_ep_001826,1,False
utt__train_ep_001826__002,char__god,god,1,train_ep_001826,2,False
utt__train_ep_001826__002,char__lord,lord,1,train_ep_001826,2,False
utt__train_ep_001826__003,char__father,father,1,train_ep_001826,3,False
utt__train_ep_001826__004,char__army,army,1,train_ep_001826,4,False
utt__train_ep_001826__005,char__leader,leader,1,train_ep_001826,5,False
utt__train_ep_001838__000,char__king,king,1,train_ep_001838,0,True
utt__train_ep_001838__002,char__faeries,faeries,1,train_ep_001838,2,False
utt__train_ep_001838__012,char__villagers,villagers,1,train_ep_001838,12,False
utt__train_ep_001838__013,char__king,king,1,train_ep_001838,13,True
utt__train_ep_001876__000,char__visitor,visitor,1,train_ep_001876,0,False
utt__train_ep_001876__001,char__king,king,1,train_ep_001876,1,True
utt__train_ep_001876__002,char__fool,fool,1,train_ep_001876,2,False
utt__train_ep_001876__002,char__king,king,1,train_ep_001876,2,True
utt__train_ep_001876__007,char__traitor,traitor,1,train_ep_001876,7,False
utt__train_ep_001876__013,char__fighter,fighter,1,train_ep_001876,13,False
utt__train_ep_001876__013,char__king,king,1,train_ep_001876,13,True
utt__train_ep_002010__001,char__dove,dove,1,train_ep_002010,1,False
utt__train_ep_002010__001,char__spirits,spirits,1,train_ep_002010,1,False
utt__train_ep_002010__005,char__king,king,1,train_ep_002010,5,True
utt__train_ep_002010__007,char__blacksmith,blacksmith,1,train_ep_002010,7,False
utt__train_ep_002010__011,char__merchant,merchant,1,train_ep_002010,11,False
utt__train_ep_002023__000,char__royalty,royalty,1,train_ep_002023,0,False
utt__train_ep_002023__001,char__princess,princess,1,train_ep_002023,1,False
utt__train_ep_002023__005,char__princess,princess,1,train_ep_002023,5,False
utt__train_ep_002023__008,char__king,king,1,train_ep_002023,8,True
utt__train_ep_002023__010,char__brother,brother,1,train_ep_002023,10,False
utt__train_ep_002023__012,char__soul,soul,1,train_ep_002023,12,False
utt__train_ep_002023__012,char__brother,brother,1,train_ep_002023,12,False
utt__train_ep_002071__000,char__servant,servant,1,train_ep_002071,0,False
utt__train_ep_002073__009,char__sons,sons,1,train_ep_002073,9,False
utt__train_ep_002073__010,char__king,king,1,train_ep_002073,10,True
utt__train_ep_002077__000,char__dragon,dragon,1,train_ep_002077,0,False
utt__train_ep_002077__004,char__dragon,dragon,1,train_ep_002077,4,False
utt__train_ep_002077__005,char__man,man,1,train_ep_002077,5,False
utt__train_ep_002077__005,char__dragon,dragon,1,train_ep_002077,5,False
utt__train_ep_002077__006,char__dragon,dragon,1,train_ep_002077,6,False
utt__train_ep_002077__006,char__friends,friends,1,train_ep_002077,6,False
utt__train_ep_002077__006,char__fight,fight,1,train_ep_002077,6,False
utt__train_ep_002077__007,char__friends,friends,1,train_ep_002077,7,False
utt__train_ep_002077__008,char__dragon,dragon,1,train_ep_002077,8,False
utt__train_ep_002077__011,char__friend,friend,1,train_ep_002077,11,False
utt__train_ep_002091__001,char__son,son,1,train_ep_002091,1,False
utt__train_ep_002091__002,char__king_of,king of,1,train_ep_002091,2,False
utt__train_ep_002091__002,char__king,king,1,train_ep_002091,2,True
utt__train_ep_002091__002,char__no_one,no one,1,train_ep_002091,2,False
utt__train_ep_002091__002,char__queen,queen,1,train_ep_002091,2,False
utt__train_ep_002091__003,char__wife,wife,1,train_ep_002091,3,False
utt__train_ep_002091__004,char__battle,battle,1,train_ep_002091,4,False
utt__train_ep_002091__005,char__son,son,1,train_ep_002091,5,False
utt__train_ep_002091__006,char__people,people,1,train_ep_002091,6,False
utt__train_ep_002091__006,char__battle,battle,1,train_ep_002091,6,False
utt__train_ep_002091__006,char__father,father,1,train_ep_002091,6,False
utt__train_ep_002091__007,char__children,children,1,train_ep_002091,7,False
utt__train_ep_002091__007,char__people,people,1,train_ep_002091,7,False
utt__train_ep_002091__008,char__father,father,1,train_ep_002091,8,False
utt__train_ep_002091__009,char__son,son,1,train_ep_002091,9,False
utt__train_ep_002091__009,char__thing,thing,1,train_ep_002091,9,False
utt__train_ep_002091__009,char__queen,queen,1,train_ep_002091,9,False
utt__train_ep_002091__010,char__wife,wife,1,train_ep_002091,10,False
utt__train_ep_002091__010,char__father,father,1,train_ep_002091,10,False
utt__train_ep_002091__011,char__son,son,1,train_ep_002091,11,False
utt__train_ep_002091__012,char__father,father,1,train_ep_002091,12,False
utt__train_ep_002091__013,char__son,son,1,train_ep_002091,13,False
utt__train_ep_002242__000,char__king,king,1,train_ep_002242,0,True
utt__train_ep_002242__006,char__table,table,1,train_ep_002242,6,False
utt__train_ep_002242__007,char__maid,maid,1,train_ep_002242,7,False
utt__train_ep_002242__007,char__fight,fight,1,train_ep_002242,7,False
utt__train_ep_002242__009,char__woman,woman,1,train_ep_002242,9,False
utt__train_ep_002262__000,char__king,king,1,train_ep_002262,0,True
utt__train_ep_002262__002,char__lord,lord,1,train_ep_002262,2,False
utt__train_ep_002262__003,char__guard,guard,1,train_ep_002262,3,False
utt__train_ep_002262__004,char__lord,lord,1,train_ep_002262,4,False
utt__train_ep_002262__005,char__fool,fool,1,train_ep_002262,5,False
utt__train_ep_002262__006,char__lord,lord,1,train_ep_002262,6,False
utt__train_ep_002262__011,char__guard,guard,1,train_ep_002262,11,False
utt__train_ep_002262__012,char__blacksmith,blacksmith,1,train_ep_002262,12,False
utt__train_ep_002262__012,char__people,people,1,train_ep_002262,12,False
utt__train_ep_002265__002,char__lord,lord,1,train_ep_002265,2,False
utt__train_ep_002265__003,char__slave,slave,1,train_ep_002265,3,False
utt__train_ep_002265__004,char__lord,lord,1,train_ep_002265,4,False
utt__train_ep_002265__004,char__man,man,1,train_ep_002265,4,False
utt__train_ep_002265__005,char__maid,maid,1,train_ep_002265,5,False
utt__train_ep_002265__005,char__king,king,1,train_ep_002265,5,True
utt__train_ep_002265__006,char__lord,lord,1,train_ep_002265,6,False
utt__train_ep_002265__007,char__queen,queen,1,train_ep_002265,7,False
utt__train_ep_002265__007,char__king,king,1,train_ep_002265,7,True
utt__train_ep_002265__008,char__mistress,mistress,1,train_ep_002265,8,False
utt__train_ep_002265__010,char__lord,lord,1,train_ep_002265,10,False
utt__train_ep_002266__000,char__king,king,1,train_ep_002266,0,True
utt__train_ep_002266__001,char__family,family,1,train_ep_002266,1,False
utt__train_ep_002266__002,char__family,family,1,train_ep_002266,2,False
utt__train_ep_002266__003,char__pheasant,pheasant,1,train_ep_002266,3,False
utt__train_ep_002266__004,char__king,king,1,train_ep_002266,4,True
utt__train_ep_002266__004,char__knight,knight,1,train_ep_002266,4,False
utt__train_ep_002266__004,char__wife,wife,1,train_ep_002266,4,False
utt__train_ep_002266__005,char__pheasant,pheasant,1,train_ep_002266,5,False
utt__train_ep_002266__006,char__fly,fly,1,train_ep_002266,6,False
utt__train_ep_002266__006,char__pheasant,pheasant,1,train_ep_002266,6,False
utt__train_ep_002266__006,char__king,king,1,train_ep_002266,6,True
utt__train_ep_002266__008,char__king,king,1,train_ep_002266,8,True
utt__train_ep_002266__008,char__insects,insects,1,train_ep_002266,8,False
utt__train_ep_002266__009,char__king,king,1,train_ep_002266,9,True
utt__train_ep_002267__003,char__lord,lord,1,train_ep_002267,3,False
utt__train_ep_002267__003,char__man,man,1,train_ep_002267,3,False
utt__train_ep_002267__003,char__chambermaid,chambermaid,1,train_ep_002267,3,False
utt__train_ep_002267__004,char__lord,lord,1,train_ep_002267,4,False
utt__train_ep_002267__004,char__guards,guards,1,train_ep_002267,4,False
utt__train_ep_002267__005,char__lord,lord,1,train_ep_002267,5,False
utt__train_ep_002267__006,char__servant,servant,1,train_ep_002267,6,False
utt__train_ep_002267__006,char__queen_s,queen's,1,train_ep_002267,6,False
utt__train_ep_002267__007,char__king,king,1,train_ep_002267,7,True
utt__train_ep_002267__007,char__man,man,1,train_ep_002267,7,False
utt__train_ep_002267__008,char__queen,queen,1,train_ep_002267,8,False
utt__train_ep_002267__008,char__king_of,king of,1,train_ep_002267,8,False
utt__train_ep_002267__008,char__king,king,1,train_ep_002267,8,True
utt__train_ep_002267__008,char__prince,prince,1,train_ep_002267,8,False
utt__train_ep_002267__010,char__lady,lady,1,train_ep_002267,10,False
utt__train_ep_002267__011,char__chambermaid,chambermaid,1,train_ep_002267,11,False
utt__train_ep_002267__012,char__chambermaid,chambermaid,1,train_ep_002267,12,False
utt__train_ep_002267__012,char__queen_s,queen's,1,train_ep_002267,12,False
utt__train_ep_002267__013,char__lord,lord,1,train_ep_002267,13,False
utt__train_ep_002267__013,char__chambermaid,chambermaid,1,train_ep_002267,13,False
utt__train_ep_002273__001,char__peasant,peasant,1,train_ep_002273,1,False
utt__train_ep_002273__002,char__member,member,1,train_ep_002273,2,False
utt__train_ep_002273__002,char__village,village,1,train_ep_002273,2,False
utt__train_ep_002273__003,char__townsperson,townsperson,1,train_ep_002273,3,False
utt__train_ep_002273__003,char__king,king,1,train_ep_002273,3,True
utt__train_ep_002273__007,char__king,king,1,train_ep_002273,7,True
utt__train_ep_002273__008,char__queen,queen,1,train_ep_002273,8,False
utt__train_ep_002275__000,char__follower,follower,1,train_ep_002275,0,False
utt__train_ep_002275__004,char__deer,deer,1,train_ep_002275,4,False
utt__train_ep_002275__005,char__king,king,1,train_ep_002275,5,True
utt__train_ep_002275__006,char__man,man,1,train_ep_002275,6,False
utt__train_ep_002275__007,char__lord,lord,1,train_ep_002275,7,False
utt__train_ep_002275__009,char__village,village,1,train_ep_002275,9,False
utt__train_ep_002275__013,char__gods,gods,1,train_ep_002275,13,False
utt__train_ep_002275__013,char__high_priest,high priest,1,train_ep_002275,13,False
utt__train_ep_002275__013,char__priest,priest,1,train_ep_002275,13,False
utt__train_ep_002277__000,char__friend,friend,1,train_ep_002277,0,False
utt__train_ep_002277__001,char__turkey,turkey,1,train_ep_002277,1,False
utt__train_ep_002277__002,char__chef,chef,1,train_ep_002277,2,False
utt__train_ep_002277__002,char__turkey,turkey,1,train_ep_002277,2,False
utt__train_ep_002277__004,char__friend,friend,1,train_ep_002277,4,False
utt__train_ep_002277__004,char__royalty,royalty,1,train_ep_002277,4,False
utt__train_ep_002277__005,char__king,king,1,train_ep_002277,5,True
utt__train_ep_002277__006,char__friend,friend,1,train_ep_002277,6,False
utt__train_ep_002277__007,char__king,king,1,train_ep_002277,7,True
utt__train_ep_002277__007,char__wife,wife,1,train_ep_002277,7,False
utt__train_ep_002304__000,char__king,king,1,train_ep_002304,0,True
utt__train_ep_002304__000,char__royal,royal,1,train_ep_002304,0,False
utt__train_ep_002304__001,char__guard,guard,1,train_ep_002304,1,False
utt__train_ep_002304__003,char__others,others,1,train_ep_002304,3,False
utt__train_ep_002304__004,char__king,king,1,train_ep_002304,4,True
utt__train_ep_002304__005,char__wall,wall,1,train_ep_002304,5,False
utt__train_ep_002304__006,char__king,king,1,train_ep_002304,6,True
utt__train_ep_002304__007,char__royal,royal,1,train_ep_002304,7,False
utt__train_ep_002304__008,char__king,king,1,train_ep_002304,8,True
utt__train_ep_002304__010,char__king,king,1,train_ep_002304,10,True
utt__train_ep_002304__012,char__king,king,2,train_ep_002304,12,True
utt__train_ep_002304__012,char__royal,royal,1,train_ep_002304,12,False
utt__train_ep_002312__003,char__king,king,1,train_ep_002312,3,True
utt__train_ep_002312__005,char__children,children,1,train_ep_002312,5,False
utt__train_ep_002312__007,char__village,village,1,train_ep_002312,7,False
utt__train_ep_002312__009,char__village,village,1,train_ep_002312,9,False
utt__train_ep_002317__000,char__servant,servant,1,train_ep_002317,0,False
utt__train_ep_002317__002,char__people,people,1,train_ep_002317,2,False
utt__train_ep_002317__008,char__gather,gather,1,train_ep_002317,8,False
utt__train_ep_002317__009,char__king,king,1,train_ep_002317,9,True
utt__train_ep_002317__013,char__jester,jester,1,train_ep_002317,13,False
utt__train_ep_002351__000,char__citizen,citizen,1,train_ep_002351,0,False
utt__train_ep_002351__004,char__royal_guard,royal guard,1,train_ep_002351,4,False
utt__train_ep_002351__004,char__royal,royal,1,train_ep_002351,4,False
utt__train_ep_002351__004,char__guard,guard,1,train_ep_002351,4,False
utt__train_ep_002351__005,char__royal_guard,royal guard,1,train_ep_002351,5,False
utt__train_ep_002351__005,char__royal,royal,1,train_ep_002351,5,False
utt__train_ep_002351__005,char__guard,guard,1,train_ep_002351,5,False
utt__train_ep_002351__006,char__member,member,1,train_ep_002351,6,False
utt__train_ep_002351__006,char__royal_guard,royal guard,1,train_ep_002351,6,False
utt__train_ep_002351__006,char__royal,royal,1,train_ep_002351,6,False
utt__train_ep_002351__006,char__guard,guard,1,train_ep_002351,6,False
utt__train_ep_002351__007,char__man,man,1,train_ep_002351,7,False
utt__train_ep_002351__008,char__king,king,1,train_ep_002351,8,True
utt__train_ep_002351__009,char__guards,guards,1,train_ep_002351,9,False
utt__train_ep_002351__010,char__king,king,1,train_ep_002351,10,True
utt__train_ep_002351__011,char__guards,guards,1,train_ep_002351,11,False
utt__train_ep_002351__012,char__prisoner,prisoner,1,train_ep_002351,12,False
utt__train_ep_002369__001,char__servant,servant,1,train_ep_002369,1,False
utt__train_ep_002369__005,char__people,people,1,train_ep_002369,5,False
utt__train_ep_002369__007,char__family,family,1,train_ep_002369,7,False
utt__train_ep_002369__008,char__mother,mother,1,train_ep_002369,8,False
utt__train_ep_002369__008,char__brother,brother,1,train_ep_002369,8,False
utt__train_ep_002369__008,char__merchant,merchant,1,train_ep_002369,8,False
utt__train_ep_002369__009,char__mother,mother,1,train_ep_002369,9,False
utt__train_ep_002369__011,char__brother,brother,1,train_ep_002369,11,False
utt__train_ep_002369__011,char__mother,mother,1,train_ep_002369,11,False
utt__train_ep_002369__012,char__family,family,1,train_ep_002369,12,False
utt__train_ep_002369__013,char__brother,brother,1,train_ep_002369,13,False
utt__train_ep_002375__001,char__customer,customer,1,train_ep_002375,1,False
utt__train_ep_002375__001,char__battle,battle,1,train_ep_002375,1,False
utt__train_ep_002375__002,char__thing,thing,1,train_ep_002375,2,False
utt__train_ep_002375__004,char__man,man,1,train_ep_002375,4,False
utt__train_ep_002375__005,char__blacksmith,blacksmith,1,train_ep_002375,5,False
utt__train_ep_002375__005,char__enemy,enemy,1,train_ep_002375,5,False
utt__train_ep_002375__006,char__king,king,2,train_ep_002375,6,True
utt__train_ep_002375__009,char__fool,fool,1,train_ep_002375,9,False
utt__train_ep_002375__010,char__thing,thing,1,train_ep_002375,10,False
utt__train_ep_002383__000,char__lord,lord,1,train_ep_002383,0,False
utt__train_ep_002383__002,char__cooks,cooks,1,train_ep_002383,2,False
utt__train_ep_002383__003,char__maid,maid,1,train_ep_002383,3,False
utt__train_ep_002383__004,char__man,man,1,train_ep_002383,4,False
utt__train_ep_002383__005,char__maid,maid,1,train_ep_002383,5,False
utt__train_ep_002383__005,char__cooks,cooks,1,train_ep_002383,5,False
utt__train_ep_002383__006,char__lord,lord,1,train_ep_002383,6,False
utt__train_ep_002383__006,char__king,king,1,train_ep_002383,6,True
utt__train_ep_002383__007,char__maid,maid,2,train_ep_002383,7,False
utt__train_ep_002383__008,char__lord,lord,1,train_ep_002383,8,False
utt__train_ep_002383__009,char__animal,animal,1,train_ep_002383,9,False
utt__train_ep_002383__009,char__no_one,no one,1,train_ep_002383,9,False
utt__train_ep_002383__009,char__children,children,1,train_ep_002383,9,False
utt__train_ep_002383__010,char__lord,lord,1,train_ep_002383,10,False
utt__train_ep_002383__010,char__children,children,1,train_ep_002383,10,False
utt__train_ep_002383__011,char__lord,lord,1,train_ep_002383,11,False
utt__train_ep_002383__011,char__maid,maid,1,train_ep_002383,11,False
utt__train_ep_002383__012,char__lord,lord,1,train_ep_002383,12,False
utt__train_ep_002383__013,char__king,king,1,train_ep_002383,13,True
utt__train_ep_002386__000,char__spider,spider,1,train_ep_002386,0,False
utt__train_ep_002386__004,char__brother,brother,1,train_ep_002386,4,False
utt__train_ep_002386__007,char__person,person,1,train_ep_002386,7,False
utt__train_ep_002386__010,char__king,king,1,train_ep_002386,10,True
utt__train_ep_002405__000,char__fool,fool,1,train_ep_002405,0,False
utt__train_ep_002405__001,char__king,king,1,train_ep_002405,1,True
utt__train_ep_002405__001,char__fool,fool,1,train_ep_002405,1,False
utt__train_ep_002405__002,char__king_of,king of,1,train_ep_002405,2,False
utt__train_ep_002405__002,char__king,king,1,train_ep_002405,2,True
utt__train_ep_002405__003,char__king,king,2,train_ep_002405,3,True
utt__train_ep_002405__004,char__king,king,1,train_ep_002405,4,True
utt__train_ep_002405__005,char__royalty,royalty,1,train_ep_002405,5,False
utt__train_ep_002405__006,char__fool,fool,1,train_ep_002405,6,False
utt__train_ep_002405__007,char__king,king,1,train_ep_002405,7,True
utt__train_ep_002405__012,char__fool,fool,1,train_ep_002405,12,False
utt__train_ep_002405__013,char__scientist,scientist,1,train_ep_002405,13,False
utt__train_ep_002410__000,char__lord,lord,1,train_ep_002410,0,False
utt__train_ep_002410__003,char__army,army,1,train_ep_002410,3,False
utt__train_ep_002410__004,char__nobleman,nobleman,1,train_ep_002410,4,False
utt__train_ep_002410__006,char__troop,troop,1,train_ep_002410,6,False
utt__train_ep_002410__008,char__lord,lord,1,train_ep_002410,8,False
utt__train_ep_002410__010,char__king,king,1,train_ep_002410,10,True
utt__train_ep_002410__010,char__army,army,1,train_ep_002410,10,False
utt__train_ep_002410__011,char__leader,leader,1,train_ep_002410,11,False
utt__train_ep_002447__006,char__thing,thing,1,train_ep_002447,6,False
utt__train_ep_002447__006,char__murderer,murderer,1,train_ep_002447,6,False
utt__train_ep_002447__009,char__people,people,1,train_ep_002447,9,False
utt__train_ep_002447__009,char__guards,guards,1,train_ep_002447,9,False
utt__train_ep_002447__010,char__son,son,1,train_ep_002447,10,False
utt__train_ep_002447__012,char__murderer,murderer,1,train_ep_002447,12,False
utt__train_ep_002447__012,char__king,king,1,train_ep_002447,12,True
utt__train_ep_002531__001,char__father,father,1,train_ep_002531,1,False
utt__train_ep_002531__003,char__mother,mother,1,train_ep_002531,3,False
utt__train_ep_002531__003,char__father,father,1,train_ep_002531,3,False
utt__train_ep_002531__005,char__mother,mother,1,train_ep_002531,5,False
utt__train_ep_002531__005,char__woman,woman,1,train_ep_002531,5,False
utt__train_ep_002531__006,char__mother,mother,1,train_ep_002531,6,False
utt__train_ep_002531__007,char__lady,lady,1,train_ep_002531,7,False
utt__train_ep_002531__011,char__father,father,1,train_ep_002531,11,False
utt__train_ep_002531__012,char__royalty,royalty,1,train_ep_002531,12,False
utt__train_ep_002531__013,char__girl,girl,1,train_ep_002531,13,False
utt__train_ep_002579__000,char__officer,officer,1,train_ep_002579,0,False
utt__train_ep_002579__002,char__thing,thing,1,train_ep_002579,2,False
utt__train_ep_002579__005,char__tower,tower,1,train_ep_002579,5,False
utt__train_ep_002579__006,char__others,others,1,train_ep_002579,6,False
utt__train_ep_002579__007,char__turkey,turkey,1,train_ep_002579,7,False
utt__train_ep_002579__011,char__drunk,drunk,1,train_ep_002579,11,False
utt__train_ep_002581__001,char__brother,brother,1,train_ep_002581,1,False
utt__train_ep_002581__004,char__daughter,daughter,1,train_ep_002581,4,False
utt__train_ep_002581__008,char__king,king,1,train_ep_002581,8,True
utt__train_ep_002581__009,char__king,king,1,train_ep_002581,9,True
