episode_id,split,target_agent_name,target_persona_id,target_persona,target_persona_agent_count_in_episode,utterance_count,agent_count
train_ep_002023,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_002071,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,2,2
train_ep_002073,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,11,2
train_ep_002077,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_002091,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_002242,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_002262,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_002265,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,11,2
train_ep_002266,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,10,2
train_ep_002267,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_002273,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_002275,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_002277,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_002304,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_002312,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_002317,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_002351,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_002369,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_002375,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,12,2
train_ep_002383,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_002386,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_002405,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_002410,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_002447,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_002531,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_002579,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_002581,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_002586,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_002595,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,9,2
train_ep_002790,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_002805,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_002865,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_002872,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_003048,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_003071,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_003073,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_003080,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_003082,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,13,2
train_ep_003084,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_003111,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,6,2
train_ep_003118,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_003123,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,7,2
train_ep_003141,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_003160,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_003165,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_003178,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_003184,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_003193,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_003195,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_003200,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_003208,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_003219,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_003347,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_003404,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_003405,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_003412,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_003424,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_003530,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_003532,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_003581,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_003604,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_003605,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_003607,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_003613,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,2,2
train_ep_003616,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_003630,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_003643,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,7,2
train_ep_003694,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_003699,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_003706,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_003709,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_003718,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_003723,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_003738,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_003807,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_003895,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,2,2
train_ep_004048,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_004068,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_004080,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_004084,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_004098,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_004111,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_004120,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_004124,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_004145,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_004163,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_004190,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_004200,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_004202,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_004208,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_004228,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_004268,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_004414,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,10,2
train_ep_004421,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_004434,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_004539,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_004584,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,9,2
train_ep_004601,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_004608,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_004615,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_004617,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,5,2
train_ep_004637,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_004652,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_004686,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_004688,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_004845,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_004924,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_004927,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_004934,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_004936,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_004938,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_004953,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_004966,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_004979,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_004982,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_005001,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_005024,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_005026,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_005050,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_005060,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_005062,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_005066,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_005067,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_005088,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_005128,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_005209,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,1
train_ep_005230,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_005263,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,11,2
train_ep_005265,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_005270,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_005281,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_005393,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_005464,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_005473,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_005477,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_005513,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_005517,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_005536,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_005557,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_005560,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_005562,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_005567,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_005583,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_005594,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_005596,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,1
train_ep_005601,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_005624,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_005749,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_005803,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_005805,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_005809,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,5,2
train_ep_006019,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_006021,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_006023,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_006029,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_006055,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_006066,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_006068,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,3,2
train_ep_006087,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_006108,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_006131,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_006141,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_006142,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,5,2
train_ep_006147,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_006161,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_006166,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,13,2
train_ep_006486,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_006509,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,13,2
train_ep_006518,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_006519,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_006534,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_006575,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_006603,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,3,2
train_ep_006614,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_006631,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_006633,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_006638,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_006696,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_006837,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_006840,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_006845,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,9,2
train_ep_006858,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_006961,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_007005,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_007028,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_007031,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_007033,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_007038,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_007066,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_007120,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_007123,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,6,2
train_ep_007125,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_007147,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_007158,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_007160,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_007165,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_007166,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_007182,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_007220,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_007363,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_007581,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_007601,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
